,Date,Actual,Predicted
1722,2019-11-29,[140.21000671],[142.49502373]
1723,2019-12-02,[140.27000427],[141.79517753]
1724,2019-12-03,[140.72999573],[141.44093618]
1725,2019-12-04,[143.38000488],[141.62700729]
1726,2019-12-05,[142.83000183],[142.84916353]
1727,2019-12-06,[142.77000427],[143.46397139]
1728,2019-12-09,[141.88999939],[143.34204241]
1729,2019-12-10,[141.17999268],[142.74344666]
1730,2019-12-11,[141.61999512],[142.16544456]
1731,2019-12-12,[141.6000061],[142.16749227]
1732,2019-12-13,[142.1000061],[142.37713901]
1733,2019-12-16,[142.52999878],[142.65433485]
1734,2019-12-17,[142.77000427],[142.91660412]
1735,2019-12-18,[142.38999939],[143.10100839]
1736,2019-12-19,[142.75999451],[143.0096398]
1737,2019-12-20,[141.97000122],[143.01778352]
1738,2019-12-23,[141.96000671],[142.7991404]
1739,2019-12-24,[141.33999634],[142.61524306]
1740,2019-12-26,[141.52999878],[142.34380539]
1741,2019-12-27,[141.27999878],[142.27086614]
